#Date:= 2024-10-01T15:11:15.847739
#Sampling Rate(Hz):= 1000
#Labels:= LOD	ECG	TS
1	346	158
1	470	159
1	427	200
1	562	201
1	704	202
1	829	203
1	895	204
1	916	205
1	882	206
1	796	207
1	662	208
1	490	209
1	297	210
1	128	211
1	128	212
1	128	213
1	128	214
1	128	215
1	128	216
1	128	217
1	128	218
1	128	219
1	639	160
1	829	161
1	1022	162
1	1197	163
1	1294	164
1	1359	165
1	1355	166
1	1293	167
1	1193	168
1	1058	169
1	903	170
1	742	171
1	594	172
1	470	173
1	382	174
1	338	175
1	342	176
1	398	177
1	500	178
1	612	179
1	225	220
1	394	221
1	577	222
1	762	223
1	899	224
1	1003	225
1	1053	226
1	1053	227
1	1005	228
1	900	229
1	762	230
1	612	231
1	468	232
1	345	233
1	244	234
1	180	235
1	166	236
1	202	237
1	288	238
1	413	239
1	574	240
1	742	241
1	921	242
1	1096	243
1	1222	244
1	1292	245
1	1294	246
1	1239	247
1	1121	248
1	954	249
1	773	250
1	599	251
1	444	252
1	302	253
1	237	254
1	202	255
1	211	256
1	274	257
1	375	258
1	502	259
1	663	260
1	844	261
1	1024	262
1	1183	263
1	1297	264
1	1359	265
1	1355	266
1	1285	267
1	1135	268
1	986	269
1	796	270
1	602	271
1	426	272
1	285	273
1	186	274
1	141	275
1	145	276
1	206	277
1	310	278
1	452	279
1	663	300
1	831	301
1	1007	302
1	1161	303
1	1272	304
1	1330	305
1	1319	306
1	1262	307
1	1148	308
1	1016	309
1	864	310
1	715	311
1	569	312
1	427	313
1	338	314
1	283	315
1	273	316
1	315	317
1	403	318
1	526	319
1	640	280
1	859	281
1	1081	282
1	1267	283
1	1384	284
1	1450	285
1	1446	286
1	1364	287
1	1232	288
1	1059	289
1	874	290
1	697	291
1	534	292
1	392	293
1	286	294
1	233	295
1	233	296
1	288	297
1	392	298
1	509	299
1	695	320
1	885	321
1	1083	322
1	1253	323
1	1377	324
1	1448	325
1	1437	326
1	1357	327
1	1213	328
1	1058	329
1	879	330
1	706	331
1	544	332
1	404	333
1	307	334
1	261	335
1	272	336
1	348	337
1	495	338
1	626	339
1	815	340
1	1018	341
1	1204	342
1	1346	343
1	1453	344
1	1503	345
1	1498	346
1	1433	347
1	1305	348
1	1140	349
1	941	350
1	743	351
1	559	352
1	407	353
1	302	354
1	244	355
1	225	356
1	253	357
1	343	358
1	442	359
1	599	360
1	774	361
1	954	362
1	1124	363
1	1258	364
1	1338	365
1	1358	366
1	1323	367
1	1237	368
1	1112	369
1	957	370
1	796	371
1	643	372
1	495	373
1	410	374
1	348	375
1	330	376
1	360	377
1	434	378
1	544	379
1	692	380
1	862	381
1	1031	382
1	1172	383
1	1276	384
1	1332	385
1	1332	386
1	1276	387
1	1161	388
1	1044	389
1	891	390
1	744	391
1	614	392
1	507	393
1	427	394
1	378	395
1	373	396
1	406	397
1	482	398
1	603	399
1	760	400
1	941	401
1	1123	402
1	1278	403
1	1373	404
1	1432	405
1	1425	406
1	1368	407
1	1263	408
1	1110	409
1	933	410
1	767	411
1	621	412
1	499	413
1	405	414
1	345	415
1	323	416
1	343	417
1	425	418
1	516	419
1	665	420
1	844	421
1	1031	422
1	1203	423
1	1325	424
1	1402	425
1	1421	426
1	1377	427
1	1289	428
1	1153	429
1	990	430
1	811	431
1	652	432
1	495	433
1	396	434
1	315	435
1	281	436
1	302	437
1	366	438
1	478	439
1	629	440
1	811	441
1	1005	442
1	1175	443
1	1306	444
1	1384	445
1	1400	446
1	1343	447
1	1209	448
1	1060	449
1	877	450
1	695	451
1	524	452
1	382	453
1	279	454
1	222	455
1	220	456
1	257	457
1	327	458
1	429	459
1	575	460
1	745	461
1	925	462
1	1098	463
1	1188	464
1	1242	465
1	1231	466
1	1162	467
1	1049	468
1	905	469
1	752	470
1	601	471
1	452	472
1	319	473
1	212	474
1	145	475
1	130	476
1	166	477
1	258	478
1	358	479
1	504	480
1	669	481
1	842	482
1	1005	483
1	1122	484
1	1193	485
1	1211	486
1	1153	487
1	1033	488
1	873	489
1	695	490
1	520	491
1	363	492
1	220	493
1	132	494
1	128	495
1	128	496
1	128	497
1	224	498
1	366	499
1	542	500
1	743	501
1	943	502
1	1110	503
1	1224	504
1	1259	505
1	1233	506
1	1151	507
1	1020	508
1	848	509
1	665	510
1	478	511
1	315	512
1	181	513
1	128	514
1	128	515
1	128	516
1	128	517
1	222	518
1	352	519
1	522	520
1	720	521
1	927	522
1	1131	523
1	1251	524
1	1330	525
1	1333	526
1	1269	527
1	1151	528
1	976	529
1	768	530
1	560	531
1	374	532
1	225	533
1	129	534
1	128	535
1	128	536
1	128	537
1	193	538
1	317	539
1	468	560
1	639	561
1	807	562
1	963	563
1	1084	564
1	1150	565
1	1159	566
1	1115	567
1	1023	568
1	900	569
1	764	570
1	621	571
1	481	572
1	337	573
1	261	574
1	198	575
1	176	576
1	195	577
1	259	578
1	351	579
1	485	560
1	652	561
1	822	562
1	985	563
1	1107	564
1	1179	565
1	1187	566
1	1132	567
1	997	568
1	850	569
1	674	570
1	490	571
1	324	572
1	191	573
1	128	574
1	128	575
1	128	576
1	128	577
1	190	578
1	324	579
1	487	580
1	675	581
1	861	582
1	1035	583
1	1152	584
1	1226	585
1	1241	586
1	1191	587
1	1091	588
1	939	589
1	760	590
1	582	591
1	418	592
1	294	593
1	204	594
1	156	595
1	152	596
1	197	597
1	295	598
1	413	599
1	585	600
1	778	601
1	980	602
1	1157	603
1	1285	604
1	1337	605
1	1330	606
1	1254	607
1	1123	608
1	950	609
1	760	610
1	586	611
1	430	612
1	298	613
1	238	614
1	207	615
1	212	616
1	266	617
1	362	618
1	489	619
1	652	620
1	836	621
1	1029	622
1	1197	623
1	1322	624
1	1392	625
1	1383	626
1	1310	627
1	1168	628
1	1011	629
1	813	630
1	614	631
1	434	632
1	284	633
1	179	634
1	128	635
1	128	636
1	159	637
1	273	638
1	377	639
1	546	640
1	743	641
1	948	642
1	1112	643
1	1242	644
1	1323	645
1	1346	646
1	1302	647
1	1193	648
1	1039	649
1	850	650
1	661	651
1	491	652
1	350	653
1	246	654
1	182	655
1	164	656
1	189	657
1	285	658
1	378	659
1	531	660
1	704	661
1	883	662
1	1056	663
1	1174	664
1	1243	665
1	1255	666
1	1200	667
1	1088	668
1	936	669
1	771	670
1	605	671
1	446	672
1	288	673
1	202	674
1	138	675
1	128	676
1	153	677
1	229	678
1	342	679
1	500	680
1	691	681
1	887	682
1	1067	683
1	1193	684
1	1265	685
1	1278	686
1	1233	687
1	1130	688
1	1013	689
1	860	690
1	706	691
1	569	692
1	455	693
1	364	694
1	300	695
1	283	696
1	311	697
1	386	698
1	495	699
1	643	700
1	810	701
1	989	702
1	1152	703
1	1254	704
1	1312	705
1	1310	706
1	1243	707
1	1123	708
1	959	709
1	782	710
1	604	711
1	437	712
1	298	713
1	193	714
1	140	715
1	142	716
1	200	717
1	324	718
1	434	719
1	611	720
1	800	721
1	1000	722
1	1176	723
1	1311	724
1	1396	725
1	1407	726
1	1346	727
1	1232	728
1	1076	729
1	898	730
1	717	731
1	560	732
1	402	733
1	322	734
1	265	735
1	257	736
1	300	737
1	397	738
1	526	739
1	764	760
1	944	761
1	1116	762
1	1286	763
1	1382	764
1	1451	765
1	1450	766
1	1369	767
1	1238	768
1	1065	769
1	887	770
1	717	771
1	576	772
1	455	773
1	374	774
1	326	775
1	324	776
1	368	777
1	471	778
1	586	779
1	694	740
1	896	741
1	1103	742
1	1278	743
1	1414	744
1	1484	745
1	1482	746
1	1410	747
1	1253	748
1	1096	749
1	900	750
1	709	751
1	534	752
1	397	753
1	302	754
1	265	755
1	273	756
1	337	757
1	445	758
1	591	759
1	748	780
1	939	781
1	1134	782
1	1305	783
1	1436	784
1	1513	785
1	1524	786
1	1459	787
1	1335	788
1	1175	789
1	991	790
1	796	791
1	626	792
1	461	793
1	384	794
1	333	795
1	336	796
1	384	797
1	479	798
1	612	799
1	784	800
1	980	801
1	1162	802
1	1320	803
1	1445	804
1	1494	805
1	1490	806
1	1427	807
1	1307	808
1	1145	809
1	959	810
1	777	811
1	615	812
1	481	813
1	396	814
1	351	815
1	361	816
1	429	817
1	544	818
1	694	819
1	854	840
1	1046	841
1	1226	842
1	1393	843
1	1513	844
1	1575	845
1	1571	846
1	1503	847
1	1364	848
1	1183	849
1	979	850
1	770	851
1	599	852
1	429	853
1	360	854
1	307	855
1	299	856
1	344	857
1	443	858
1	585	859
1	873	820
1	1070	821
1	1249	822
1	1416	823
1	1493	824
1	1529	825
1	1499	826
1	1403	827
1	1263	828
1	1091	829
1	901	830
1	716	831
1	539	832
1	396	833
1	300	834
1	272	835
1	307	836
1	402	837
1	529	838
1	683	839
1	759	860
1	961	861
1	1163	862
1	1344	863
1	1490	864
1	1581	865
1	1607	866
1	1563	867
1	1424	868
1	1284	869
1	1106	870
1	914	871
1	743	872
1	608	873
1	512	874
1	467	875
1	469	876
1	531	877
1	643	878
1	798	879
1	996	880
1	1202	881
1	1403	882
1	1580	883
1	1680	884
1	1738	885
1	1736	886
1	1670	887
1	1562	888
1	1407	889
1	1219	890
1	1034	891
1	876	892
1	759	893
1	685	894
1	644	895
1	641	896
1	684	897
1	775	898
1	879	899
1	1033	900
1	1214	901
1	1384	902
1	1545	903
1	1660	904
1	1725	905
1	1719	906
1	1647	907
1	1516	908
1	1342	909
1	1151	910
1	944	911
1	751	912
1	560	913
1	433	914
1	339	915
1	297	916
1	310	917
1	377	918
1	481	919
1	628	920
1	800	921
1	987	922
1	1155	923
1	1280	924
1	1343	925
1	1328	926
1	1242	927
1	1080	928
1	914	929
1	717	930
1	534	931
1	384	932
1	285	933
1	233	934
1	228	935
1	264	936
1	346	937
1	482	938
1	609	939
1	804	940
1	1026	941
1	1238	942
1	1413	943
1	1538	944
1	1605	945
1	1607	946
1	1543	947
1	1425	948
1	1279	949
1	1113	950
1	944	951
1	791	952
1	665	953
1	595	954
1	574	955
1	599	956
1	670	957
1	811	958
1	929	959
1	1114	960
1	1310	961
1	1502	962
1	1673	963
1	1786	964
1	1843	965
1	1818	966
1	1729	967
1	1587	968
1	1402	969
1	1188	970
1	972	971
1	777	972
1	607	973
1	526	974
1	480	975
1	484	976
1	554	977
1	675	978
1	834	979
1	1031	980
1	1250	981
1	1467	982
1	1651	983
1	1782	984
1	1855	985
1	1859	986
1	1798	987
1	1660	988
1	1521	989
1	1333	990
1	1139	991
1	954	992
1	797	993
1	672	994
1	598	995
1	574	996
1	603	997
1	683	998
1	801	999
1	954	1000
1	1138	1001
1	1329	1002
1	1517	1003
1	1639	1004
1	1724	1005
1	1736	1006
1	1679	1007
1	1573	1008
1	1423	1009
1	1254	1010
1	1095	1011
1	951	1012
1	837	1013
1	759	1014
1	721	1015
1	724	1016
1	771	1017
1	865	1018
1	977	1019
1	1136	1020
1	1319	1021
1	1499	1022
1	1656	1023
1	1766	1024
1	1828	1025
1	1826	1026
1	1756	1027
1	1635	1028
1	1485	1029
1	1311	1030
1	1137	1031
1	979	1032
1	833	1033
1	756	1034
1	706	1035
1	696	1036
1	735	1037
1	829	1038
1	953	1039
1	1054	1060
1	1241	1061
1	1437	1062
1	1634	1063
1	1731	1064
1	1802	1065
1	1817	1066
1	1767	1067
1	1680	1068
1	1557	1069
1	1422	1070
1	1276	1071
1	1128	1072
1	988	1073
1	873	1074
1	797	1075
1	769	1076
1	793	1077
1	886	1078
1	996	1079
1	1157	1080
1	1335	1081
1	1508	1082
1	1660	1083
1	1765	1084
1	1829	1085
1	1832	1086
1	1770	1087
1	1669	1088
1	1533	1089
1	1371	1090
1	1209	1091
1	1064	1092
1	940	1093
1	883	1094
1	863	1095
1	878	1096
1	932	1097
1	1039	1098
1	1175	1099
1	1332	1100
1	1503	1101
1	1664	1102
1	1811	1103
1	1917	1104
1	1974	1105
1	1973	1106
1	1906	1107
1	1762	1108
1	1623	1109
1	1447	1110
1	1254	1111
1	1068	1112
1	915	1113
1	820	1114
1	784	1115
1	804	1116
1	870	1117
1	987	1118
1	1137	1119
1	1124	1040
1	1323	1041
1	1506	1042
1	1678	1043
1	1808	1044
1	1890	1045
1	1914	1046
1	1874	1047
1	1772	1048
1	1626	1049
1	1454	1050
1	1269	1051
1	1094	1052
1	923	1053
1	796	1054
1	706	1055
1	678	1056
1	706	1057
1	781	1058
1	893	1059
1	1320	1120
1	1525	1121
1	1724	1122
1	1909	1123
1	2012	1124
1	2067	1125
1	2052	1126
1	1967	1127
1	1841	1128
1	1674	1129
1	1500	1130
1	1324	1131
1	1172	1132
1	1043	1133
1	941	1134
1	882	1135
1	875	1136
1	924	1137
1	1021	1138
1	1162	1139
1	1334	1140
1	1528	1141
1	1723	1142
1	1895	1143
1	2032	1144
1	2106	1145
1	2111	1146
1	2052	1147
1	1934	1148
1	1770	1149
1	1593	1150
1	1408	1151
1	1232	1152
1	1058	1153
1	995	1154
1	939	1155
1	941	1156
1	1005	1157
1	1110	1158
1	1241	1159
1	1409	1160
1	1595	1161
1	1778	1162
1	1931	1163
1	2032	1164
1	2079	1165
1	2074	1166
1	2008	1167
1	1849	1168
1	1708	1169
1	1520	1170
1	1322	1171
1	1148	1172
1	1008	1173
1	903	1174
1	848	1175
1	837	1176
1	875	1177
1	953	1178
1	1067	1179
1	1220	1180
1	1400	1181
1	1580	1182
1	1744	1183
1	1843	1184
1	1895	1185
1	1886	1186
1	1821	1187
1	1712	1188
1	1574	1189
1	1409	1190
1	1233	1191
1	1082	1192
1	953	1193
1	867	1194
1	826	1195
1	837	1196
1	897	1197
1	1018	1198
1	1138	1199
1	1304	1200
1	1482	1201
1	1652	1202
1	1800	1203
1	1904	1204
1	1945	1205
1	1922	1206
1	1843	1207
1	1718	1208
1	1566	1209
1	1396	1210
1	1217	1211
1	1058	1212
1	893	1213
1	801	1214
1	745	1215
1	745	1216
1	799	1217
1	903	1218
1	1050	1219
1	1228	1220
1	1430	1221
1	1622	1222
1	1789	1223
1	1911	1224
1	1974	1225
1	1971	1226
1	1899	1227
1	1738	1228
1	1582	1229
1	1384	1230
1	1194	1231
1	1031	1232
1	912	1233
1	841	1234
1	814	1235
1	830	1236
1	896	1237
1	993	1238
1	1121	1239
1	1240	1260
1	1428	1261
1	1618	1262
1	1803	1263
1	1929	1264
1	2004	1265
1	2023	1266
1	1976	1267
1	1893	1268
1	1764	1269
1	1607	1270
1	1437	1271
1	1267	1272
1	1084	1273
1	985	1274
1	888	1275
1	848	1276
1	864	1277
1	940	1278
1	1067	1279
1	1275	1240
1	1440	1241
1	1593	1242
1	1715	1243
1	1814	1244
1	1861	1245
1	1847	1246
1	1777	1247
1	1661	1248
1	1535	1249
1	1395	1250
1	1242	1251
1	1109	1252
1	990	1253
1	899	1254
1	843	1255
1	831	1256
1	867	1257
1	978	1258
1	1073	1259
1	1228	1280
1	1418	1281
1	1602	1282
1	1762	1283
1	1877	1284
1	1932	1285
1	1924	1286
1	1864	1287
1	1734	1288
1	1608	1289
1	1449	1290
1	1284	1291
1	1141	1292
1	1037	1293
1	972	1294
1	950	1295
1	981	1296
1	1047	1297
1	1148	1298
1	1281	1299
1	1453	1300
1	1634	1301
1	1818	1302
1	1978	1303
1	2062	1304
1	2099	1305
1	2061	1306
1	1970	1307
1	1834	1308
1	1657	1309
1	1465	1310
1	1279	1311
1	1118	1312
1	1003	1313
1	927	1314
1	909	1315
1	939	1316
1	1020	1317
1	1151	1318
1	1283	1319
1	1467	1320
1	1659	1321
1	1841	1322
1	1989	1323
1	2080	1324
1	2119	1325
1	2099	1326
1	2026	1327
1	1922	1328
1	1787	1329
1	1626	1330
1	1467	1331
1	1319	1332
1	1176	1333
1	1102	1334
1	1058	1335
1	1058	1336
1	1108	1337
1	1190	1338
1	1319	1339
1	1468	1340
1	1638	1341
1	1796	1342
1	1939	1343
1	2027	1344
1	2075	1345
1	2065	1346
1	1999	1347
1	1881	1348
1	1729	1349
1	1581	1350
1	1456	1351
1	1370	1352
1	1332	1353
1	1363	1354
1	1429	1355
1	1517	1356
1	1634	1357
1	1759	1358
1	1895	1359
1	2038	1360
1	2183	1361
1	2315	1362
1	2421	1363
1	2456	1364
1	2447	1365
1	2380	1366
1	2270	1367
1	2115	1368
1	1950	1369
1	1764	1370
1	1585	1371
1	1424	1372
1	1280	1373
1	1188	1374
1	1142	1375
1	1149	1376
1	1214	1377
1	1346	1378
1	1476	1379
1	1652	1380
1	1840	1381
1	2004	1382
1	2145	1383
1	2237	1384
1	2275	1385
1	2263	1386
1	2192	1387
1	2063	1388
1	1895	1389
1	1698	1390
1	1511	1391
1	1341	1392
1	1188	1393
1	1122	1394
1	1084	1395
1	1098	1396
1	1161	1397
1	1271	1398
1	1423	1399
1	1600	1400
1	1791	1401
1	1971	1402
1	2113	1403
1	2210	1404
1	2263	1405
1	2242	1406
1	2155	1407
1	1992	1408
1	1853	1409
1	1678	1410
1	1513	1411
1	1366	1412
1	1256	1413
1	1181	1414
1	1157	1415
1	1187	1416
1	1262	1417
1	1372	1418
1	1519	1419
1	1698	1420
1	1895	1421
1	2079	1422
1	2247	1423
1	2333	1424
1	2374	1425
1	2345	1426
1	2253	1427
1	2117	1428
1	1949	1429
1	1777	1430
1	1619	1431
1	1476	1432
1	1356	1433
1	1268	1434
1	1225	1435
1	1231	1436
1	1291	1437
1	1395	1438
1	1538	1439
1	1699	1440
1	1881	1441
1	2051	1442
1	2198	1443
1	2314	1444
1	2367	1445
1	2367	1446
1	2310	1447
1	2188	1448
1	2048	1449
1	1887	1450
1	1714	1451
1	1555	1452
1	1391	1453
1	1324	1454
1	1280	1455
1	1284	1456
1	1341	1457
1	1446	1458
1	1583	1459
1	1751	1460
1	1940	1461
1	2118	1462
1	2281	1463
1	2405	1464
1	2472	1465
1	2471	1466
1	2402	1467
1	2286	1468
1	2128	1469
1	1967	1470
1	1808	1471
1	1658	1472
1	1543	1473
1	1458	1474
1	1413	1475
1	1413	1476
1	1458	1477
1	1544	1478
1	1657	1479
1	1793	1480
1	1956	1481
1	2107	1482
1	2260	1483
1	2340	1484
1	2397	1485
1	2406	1486
1	2364	1487
1	2273	1488
1	2131	1489
1	1971	1490
1	1799	1491
1	1643	1492
1	1515	1493
1	1436	1494
1	1406	1495
1	1428	1496
1	1502	1497
1	1613	1498
1	1748	1499
1	1922	1500
1	2099	1501
1	2264	1502
1	2406	1503
1	2495	1504
1	2517	1505
1	2499	1506
1	2413	1507
1	2279	1508
1	2124	1509
1	1962	1510
1	1806	1511
1	1665	1512
1	1557	1513
1	1484	1514
1	1460	1515
1	1487	1516
1	1567	1517
1	1691	1518
1	1834	1519
1	2000	1520
1	2172	1521
1	2341	1522
1	2487	1523
1	2570	1524
1	2609	1525
1	2597	1526
1	2536	1527
1	2435	1528
1	2276	1529
1	2106	1530
1	1940	1531
1	1791	1532
1	1683	1533
1	1608	1534
1	1567	1535
1	1569	1536
1	1620	1537
1	1698	1538
1	1818	1539
1	1971	1540
1	2143	1541
1	2309	1542
1	2446	1543
1	2535	1544
1	2579	1545
1	2565	1546
1	2503	1547
1	2389	1548
1	2246	1549
1	2104	1550
1	1986	1551
1	1888	1552
1	1803	1553
1	1739	1554
1	1697	1555
1	1686	1556
1	1722	1557
1	1793	1558
1	1888	1559
1	2005	1560
1	2147	1561
1	2291	1562
1	2417	1563
1	2503	1564
1	2526	1565
1	2516	1566
1	2463	1567
1	2367	1568
1	2236	1569
1	2096	1570
1	1962	1571
1	1854	1572
1	1764	1573
1	1700	1574
1	1673	1575
1	1685	1576
1	1723	1577
1	1790	1578
1	1883	1579
1	2008	1580
1	2156	1581
1	2309	1582
1	2445	1583
1	2535	1584
1	2575	1585
1	2562	1586
1	2503	1587
1	2393	1588
1	2248	1589
1	2094	1590
1	1950	1591
1	1817	1592
1	1711	1593
1	1643	1594
1	1607	1595
1	1620	1596
1	1682	1597
1	1777	1598
1	1907	1599
1	2063	1600
1	2243	1601
1	2422	1602
1	2565	1603
1	2660	1604
1	2707	1605
1	2699	1606
1	2637	1607
1	2538	1608
1	2410	1609
1	2248	1610
1	2082	1611
1	1939	1612
1	1826	1613
1	1744	1614
1	1711	1615
1	1720	1616
1	1775	1617
1	1872	1618
1	1983	1619
1	2119	1620
1	2274	1621
1	2424	1622
1	2553	1623
1	2650	1624
1	2702	1625
1	2699	1626
1	2647	1627
1	2559	1628
1	2457	1629
1	2327	1630
1	2187	1631
1	2065	1632
1	1963	1633
1	1869	1634
1	1803	1635
1	1786	1636
1	1819	1637
1	1898	1638
1	2016	1639
1	2156	1640
1	2314	1641
1	2464	1642
1	2577	1643
1	2664	1644
1	2706	1645
1	2699	1646
1	2640	1647
1	2538	1648
1	2413	1649
1	2276	1650
1	2148	1651
1	2042	1652
1	1962	1653
1	1908	1654
1	1894	1655
1	1923	1656
1	1999	1657
1	2106	1658
1	2245	1659
1	2404	1660
1	2566	1661
1	2725	1662
1	2871	1663
1	2982	1664
1	3034	1665
1	3019	1666
1	2944	1667
1	2813	1668
1	2667	1669
1	2514	1670
1	2350	1671
1	2197	1672
1	2088	1673
1	2018	1674
1	1989	1675
1	1995	1676
1	2032	1677
1	2097	1678
1	2171	1679
1	1827	1700
1	2001	1701
1	2170	1702
1	2320	1703
1	2431	1704
1	2493	1705
1	2499	1706
1	2458	1707
1	2379	1708
1	2271	1709
1	2155	1710
1	2035	1711
1	1929	1712
1	1848	1713
1	1787	1714
1	1760	1715
1	1774	1716
1	1833	1717
1	1918	1718
1	2026	1719
1	2282	1680
1	2406	1681
1	2516	1682
1	2609	1683
1	2664	1684
1	2671	1685
1	2623	1686
1	2522	1687
1	2378	1688
1	2194	1689
1	2001	1690
1	1817	1691
1	1639	1692
1	1499	1693
1	1394	1694
1	1337	1695
1	1338	1696
1	1402	1697
1	1516	1698
1	1659	1699
1	2160	1720
1	2314	1721
1	2471	1722
1	2600	1723
1	2699	1724
1	2751	1725
1	2745	1726
1	2685	1727
1	2580	1728
1	2449	1729
1	2291	1730
1	2136	1731
1	2009	1732
1	1913	1733
1	1852	1734
1	1834	1735
1	1858	1736
1	1930	1737
1	2027	1738
1	2153	1739
1	2309	1740
1	2488	1741
1	2646	1742
1	2774	1743
1	2874	1744
1	2901	1745
1	2869	1746
1	2782	1747
1	2666	1748
1	2526	1749
1	2371	1750
1	2210	1751
1	2083	1752
1	1984	1753
1	1910	1754
1	1882	1755
1	1895	1756
1	1948	1757
1	2030	1758
1	2156	1759
1	2314	1760
1	2499	1761
1	2657	1762
1	2795	1763
1	2900	1764
1	2955	1765
1	2959	1766
1	2907	1767
1	2815	1768
1	2688	1769
1	2546	1770
1	2397	1771
1	2242	1772
1	2118	1773
1	2029	1774
1	1980	1775
1	1973	1776
1	2003	1777
1	2070	1778
1	2166	1779
1	2302	1780
1	2453	1781
1	2588	1782
1	2719	1783
1	2813	1784
1	2870	1785
1	2870	1786
1	2813	1787
1	2716	1788
1	2587	1789
1	2453	1790
1	2305	1791
1	2174	1792
1	2078	1793
1	2014	1794
1	1991	1795
1	2007	1796
1	2058	1797
1	2143	1798
1	2245	1799
1	2385	1800
1	2540	1801
1	2692	1802
1	2827	1803
1	2921	1804
1	2965	1805
1	2958	1806
1	2887	1807
1	2777	1808
1	2640	1809
1	2494	1810
1	2335	1811
1	2196	1812
1	2088	1813
1	2011	1814
1	1979	1815
1	2004	1816
1	2075	1817
1	2189	1818
1	2342	1819
1	2518	1820
1	2692	1821
1	2854	1822
1	2998	1823
1	3097	1824
1	3130	1825
1	3104	1826
1	3014	1827
1	2872	1828
1	2705	1829
1	2535	1830
1	2372	1831
1	2222	1832
1	2117	1833
1	2048	1834
1	2006	1835
1	2016	1836
1	2078	1837
1	2153	1838
1	2274	1839
1	2423	1840
1	2581	1841
1	2725	1842
1	2846	1843
1	2938	1844
1	2986	1845
1	2983	1846
1	2926	1847
1	2821	1848
1	2688	1849
1	2546	1850
1	2408	1851
1	2284	1852
1	2183	1853
1	2129	1854
1	2116	1855
1	2145	1856
1	2222	1857
1	2341	1858
1	2471	1859
1	2611	1860
1	2773	1861
1	2933	1862
1	3067	1863
1	3130	1864
1	3130	1865
1	3098	1866
1	2994	1867
1	2851	1868
1	2689	1869
1	2525	1870
1	2372	1871
1	2238	1872
1	2137	1873
1	2070	1874
1	2045	1875
1	2061	1876
1	2123	1877
1	2236	1878
1	2369	1879
1	2524	1880
1	2687	1881
1	2848	1882
1	2989	1883
1	3076	1884
1	3098	1885
1	3056	1886
1	2971	1887
1	2843	1888
1	2705	1889
1	2560	1890
1	2430	1891
1	2311	1892
1	2231	1893
1	2170	1894
1	2156	1895
1	2181	1896
1	2245	1897
1	2332	1898
1	2445	1899
1	2568	1900
1	2703	1901
1	2835	1902
1	2956	1903
1	3037	1904
1	3067	1905
1	3050	1906
1	2985	1907
1	2877	1908
1	2748	1909
1	2620	1910
1	2501	1911
1	2388	1912
1	2290	1913
1	2212	1914
1	2174	1915
1	2179	1916
1	2221	1917
1	2305	1918
1	2402	1919
1	2458	1940
1	2602	1941
1	2727	1942
1	2844	1943
1	2916	1944
1	2945	1945
1	2922	1946
1	2844	1947
1	2727	1948
1	2592	1949
1	2458	1950
1	2314	1951
1	2183	1952
1	2077	1953
1	2000	1954
1	1953	1955
1	1948	1956
1	1990	1957
1	2061	1958
1	2163	1959
1	2527	1920
1	2664	1921
1	2799	1922
1	2913	1923
1	2990	1924
1	3024	1925
1	3000	1926
1	2921	1927
1	2800	1928
1	2658	1929
1	2515	1930
1	2365	1931
1	2221	1932
1	2113	1933
1	2043	1934
1	2027	1935
1	2052	1936
1	2102	1937
1	2188	1938
1	2318	1939
1	2301	1960
1	2452	1961
1	2584	1962
1	2706	1963
